line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
30,39,Apiza,"To play sound, the audio add-on and audio codec add-on must be installed.\n\n",SUGGEST,,,directives patterns basic,,
30,40,Apiza,```bool al_install_audio(void)```\n,INFORM,,,directives patterns basic,,
30,41,Apiza,```bool al_init_acodec_addon(void)```\n\n,INFORM,,,directives patterns basic,,
30,42,Apiza,There are several functions to play audio samples. ,INFORM,,,directives patterns basic,,
30,43,Apiza, The simplest is al_play_sample\n:\n\n,SUGGEST,,,directives patterns basic,,
30,44,Apiza,"```bool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)```\n\n",INFORM,,,directives patterns basic,,
30,45,Apiza,An ALLEGRO_SAMPLE must first be reserved and loaded.\n\n,SUGGEST,,,directives patterns basic,,
30,46,Apiza,```bool al_reserve_samples(int reserve_samples)```\n,INFORM,,,directives patterns basic,,
30,47,Apiza,```ALLEGRO_SAMPLE *al_load_sample(const char *filename)```,INFORM,,,directives patterns basic,,
31,48,Programmer,what is the parameter reserve_samples,ELICIT-INFORM,,,concepts,,
32,49,Apiza,int reserve_samples - refers to the number of sample instances to be reserved and attached to the default mixer,INFORM,,,concepts,,
33,50,Programmer,what are the valid gain values for al_play_sample?,ELICIT-INFORM,,,directives,,
34,51,Programmer,I need documentation for al_play_sample,ELICIT-INFORM,,,basic,,
35,52,Apiza,gain - relative volume at which the sample is played; 1.0 is normal.\ngain is a float,INFORM,,,concepts basic,,
36,53,Apiza,"Sure, here's the documentation:\n\n",INFORM,,,functionality concepts directives patterns basic,,
36,54,Apiza,al_play_sample\n\n,OTHER,,,functionality concepts directives patterns basic,,
36,55,Apiza,"```bool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)```\n\n",INFORM,,,functionality concepts directives patterns basic,,
36,56,Apiza,Plays a sample on one of the sample instances created by al_reserve_samples. ,INFORM,,,functionality concepts directives patterns basic,,
36,57,Apiza,"Returns true on success, false on failure. ",INFORM,,,functionality concepts directives patterns basic,,
36,58,Apiza,Playback may fail because all the reserved sample instances are currently used.\n\n,INFORM,,,functionality concepts directives patterns basic,,
36,59,Apiza,"Parameters:\n\ngain - relative volume at which the sample is played; 1.0 is normal.\npan - 0.0 is centred, -1.0 is left, 1.0 is right, or ALLEGRO_AUDIO_PAN_NONE.\nspeed - relative speed at which the sample is played; 1.0 is normal.\nloop - ALLEGRO_PLAYMODE_ONCE, ALLEGRO_PLAYMODE_LOOP, or ALLEGRO_PLAYMODE_BIDIR\nret_id - if non-NULL the variable which this points to will be assigned an id representing the sample being played. If al_play_sample returns false, then the contents of ret_id are invalid and must not be used as argument to other functions.\n\n",INFORM,,,functionality concepts directives patterns basic,,
36,60,Apiza,"See also: ALLEGRO_PLAYMODE, ALLEGRO_AUDIO_PAN_NONE, ALLEGRO_SAMPLE_ID, al_stop_sample, al_stop_samples, al_lock_sample_id.",INFORM,,,functionality concepts directives patterns basic,,
37,61,Programmer,How do I draw text on the display,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
38,62,Programmer,I need documentation for al_draw_text,ELICIT-INFORM,,,basic,,
39,63,Apiza,Three are several methods to Draw text on the display. ,INFORM,,,directives patterns basic,,
39,64,Apiza,"The simplest is\n\n```void al_draw_text(const ALLEGRO_FONT *font,\n ALLEGRO_COLOR color, float x, float y, int flags,\n char const *text) ```\n\n",SUGGEST,,,directives patterns basic,,
39,65,Apiza,The font add-on must first be initialized.\n\n,SUGGEST,,,directives patterns basic,,
39,66,Apiza,```bool al_init_font_addon(void)```\n\n,INFORM,,,directives patterns basic,,
39,67,Apiza,"An ALLEGRO_FONT struct can be loaded with\n\n```ALLEGRO_FONT *al_load_font(char const *filename, int size, int flags)```",INFORM,,,directives patterns basic,,
40,68,Apiza,"Sure,",ASSESS,,,functionality directives environment basic,,
40,69,Apiza,here it is:\n\n,INFORM,,,functionality directives environment basic,,
40,70,Apiza,al_draw_text\n\n,OTHER,,,functionality directives environment basic,,
40,71,Apiza,"```\nvoid al_draw_text(const ALLEGRO_FONT *font,\n ALLEGRO_COLOR color, float x, float y, int flags,\n char const *text) ```\n\n",INFORM,,,functionality directives environment basic,,
40,72,Apiza,"Writes the NUL-terminated string text onto the target bitmap at position x, y, using the specified font.\n\n",INFORM,,,functionality directives environment basic,,
40,73,Apiza,"The flags parameter can be 0 or one of the following flags:\n\nALLEGRO_ALIGN_LEFT - Draw the text left-aligned (same as 0).\nALLEGRO_ALIGN_CENTRE - Draw the text centered around the given position.\nALLEGRO_ALIGN_RIGHT - Draw the text right-aligned to the given position.\nIt can also be combined with this flag:\n\nALLEGRO_ALIGN_INTEGER - Always draw text aligned to an integer pixel position. This was formerly the default behaviour. Since: 5.0.8, 5.1.4\n",INFORM,,,functionality directives environment basic,,
40,74,Apiza,"This function does not support newline characters (\\n), but you can use al_draw_multiline_text for multi line text output.\n\n",INFORM,,,functionality directives environment basic,,
40,75,Apiza,"See also: al_draw_ustr, al_draw_textf, al_draw_justified_text, al_draw_multiline_text.",INFORM,,,functionality directives environment basic,,
41,76,Programmer,define ALLEGRO_COLOR,ELICIT-INFORM,,,basic,,
42,77,Apiza,typedef struct ALLEGRO_COLOR ALLEGRO_COLOR;\n\n,INFORM,,,purpose patterns basic,,
42,78,Apiza,An ALLEGRO_COLOR structure describes a color in a device independent way. ,INFORM,,,purpose patterns basic,,
42,79,Apiza,Use al_map_rgb et al. and al_unmap_rgb et al. to translate from and to various color representations.,INFORM,,,purpose patterns basic,,
43,80,Programmer,what are the parameters for al_load_font,ELICIT-INFORM,,,basic,,
44,81,Apiza,"```ALLEGRO_FONT *al_load_font(char const *filename, int size, int flags)```\n\n",INFORM,,,functionality directives environment basic,,
44,82,Apiza,"The flags can be 0 or\n\nALLEGRO_TTF_NO_KERNING - Do not use any kerning even if the font file supports it.\n\nALLEGRO_TTF_MONOCHROME - Load as a monochrome font (which means no anti-aliasing of the font is done).\n\nALLEGRO_TTF_NO_AUTOHINT - Disable the Auto Hinter which is enabled by default in newer versions of FreeType. Since: 5.0.6, 5.1.2",INFORM,,,functionality directives environment basic,,
45,83,Programmer,what is the x y orientation of the display,ELICIT-INFORM,,,concepts,,
