line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
25,60,Apiza,Playback may fail because all the reserved sample instances are currently used.\n\n,INFORM,,,functionality directives quality patterns basic,,
25,61,Apiza,"Parameters:\n\ngain - relative volume at which the sample is played; 1.0 is normal.\npan - 0.0 is centred, -1.0 is left, 1.0 is right, or ALLEGRO_AUDIO_PAN_NONE.\nspeed - relative speed at which the sample is played; 1.0 is normal.\nloop - ALLEGRO_PLAYMODE_ONCE, ALLEGRO_PLAYMODE_LOOP, or ALLEGRO_PLAYMODE_BIDIR\nret_id - if non-NULL the variable which this points to will be assigned an id representing the sample being played. If al_play_sample returns false, then the contents of ret_id are invalid and must not be used as argument to other functions.",INFORM,,,functionality directives quality patterns basic,,
26,62,Programmer,how do you get the error message when al_load_sample fails?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
27,63,Programmer,how do you use allegro_acodec to handle .wav audio files?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
28,64,Apiza,Have you called al_init_acodec_addon?\n\n,ELICIT-INFORM,,,functionality directives patterns basic,,
28,65,Apiza,bool al_init_acodec_addon(void)\n\n,INFORM,,,functionality directives patterns basic,,
28,66,Apiza,"This function registers all the known audio file type handlers for al_load_sample, al_save_sample, al_load_audio_stream, etc.\n\nDepending on what libraries are available, the full set of recognised extensions is: .wav, .flac, .ogg, .opus, .it, .mod, .s3m, .xm, .voc.\n\n",INFORM,,,functionality directives patterns basic,,
28,67,Apiza,"Limitations:\n\nSaving is only supported for wav files.\n\nThe wav file loader currently only supports 8/16 bit little endian PCM files. 16 bits are used when saving wav files. Use flac files if more precision is required.\n\nModule files (.it, .mod, .s3m, .xm) are often composed with streaming in mind, and sometimes cannot be easily rendered into a finite length sample. Therefore they cannot be loaded with al_load_sample/al_load_sample_f and must be streamed with al_load_audio_stream or al_load_audio_stream_f.\n\n.voc file streaming is unimplemented.\n\n",INFORM,,,functionality directives patterns basic,,
28,68,Apiza,Return true on success.,INFORM,,,functionality directives patterns basic,,
29,69,Programmer,"ok, ",ASSESS,,,,,
29,70,Programmer,it works,INFORM,,,,,
30,71,Apiza,Great!,BE-POSITIVE,,,,,
31,72,Programmer,how do you draw text with Allegro?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
32,73,Apiza,You'll probably want to start with al_init_font_addon:\n\n,SUGGEST,,,functionality directives patterns environment basic,,
32,74,Apiza,bool al_init_font_addon(void)\n\n,INFORM,,,functionality directives patterns environment basic,,
32,75,Apiza,Initialise the font addon.\n\n,INFORM,,,functionality directives patterns environment basic,,
32,76,Apiza,"Note that if you intend to load bitmap fonts, you will need to initialise allegro_image separately (unless you are using another library to load images).\n\nSimilarly, if you wish to load truetype-fonts, do not forget to also call al_init_ttf_addon.\n\n",INFORM,,,functionality directives patterns environment basic,,
32,77,Apiza,"Returns true on success, false on failure. On the 5.0 branch, this function has no return value. You may wish to avoid checking the return value if your code needs to be compatible with Allegro 5.0. Currently, the function will never return false.",INFORM,,,functionality directives patterns environment basic,,
33,78,Programmer,what's next?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
34,79,Apiza,You'll probably want to use al_load_font to load a font:\n\n,SUGGEST,,,functionality structure patterns basic,,
34,80,Apiza,"ALLEGRO_FONT *al_load_font(char const *filename, int size, int flags)\n\n",INFORM,,,functionality structure patterns basic,,
34,81,Apiza,"Loads a font from disk. This will use al_load_bitmap_font_flags if you pass the name of a known bitmap format, or else al_load_ttf_font.\n\nThe flags parameter is passed through to either of those functions. Bitmap and TTF fonts are also affected by the current bitmap flags at the time the font is loaded.",INFORM,,,functionality structure patterns basic,,
35,82,Programmer,how do you use al_load_ttf_font?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
36,83,Apiza,Here's some information on al_load_ttf_font:\n\n,INFORM,,,functionality patterns environment references basic,,
36,84,Apiza,"ALLEGRO_FONT *al_load_ttf_font(char const *filename, int size, int flags)\n\n",INFORM,,,functionality patterns environment references basic,,
36,85,Apiza,"Loads a TrueType font from a file using the FreeType library. Quoting from the FreeType FAQ this means support for many different font formats:\n\nTrueType, OpenType, Type1, CID, CFF, Windows FON/FNT, X11 PCF, and others\n\nThe size parameter determines the size the font will be rendered at, specified in pixels. The standard font size is measured in units per EM, if you instead want to specify the size as the total height of glyphs in pixels, pass it as a negative value.\n\n",INFORM,,,functionality patterns environment references basic,,
36,86,Apiza,"Note: If you want to display text at multiple sizes, load the font multiple times with different size parameters.\n\n",INFORM,,,functionality patterns environment references basic,,
36,87,Apiza,"The following flags are supported:\n\nALLEGRO_TTF_NO_KERNING - Do not use any kerning even if the font file supports it.\n\nALLEGRO_TTF_MONOCHROME - Load as a monochrome font (which means no anti-aliasing of the font is done).\n\nALLEGRO_TTF_NO_AUTOHINT - Disable the Auto Hinter which is enabled by default in newer versions of FreeType. Since: 5.0.6, 5.1.2",INFORM,,,functionality patterns environment references basic,,
37,88,Programmer,"what's next, to draw text once I have loaded the font?",ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
38,89,Apiza,To draw text you'll probably want to use al_draw_text:\n\n,SUGGEST,,,functionality directives patterns environment basic,,
38,90,Apiza,"void al_draw_text(const ALLEGRO_FONT *font,\n ALLEGRO_COLOR color, float x, float y, int flags,\n char const *text)\n\n",INFORM,,,functionality directives patterns environment basic,,
38,91,Apiza,"Writes the NUL-terminated string text onto the target bitmap at position x, y, using the specified font.\n\n",INFORM,,,functionality directives patterns environment basic,,
38,92,Apiza,"The flags parameter can be 0 or one of the following flags:\n\nALLEGRO_ALIGN_LEFT - Draw the text left-aligned (same as 0).\nALLEGRO_ALIGN_CENTRE - Draw the text centered around the given position.\nALLEGRO_ALIGN_RIGHT - Draw the text right-aligned to the given position.\nIt can also be combined with this flag:\n\nALLEGRO_ALIGN_INTEGER - Always draw text aligned to an integer pixel position. This was formerly the default behaviour. Since: 5.0.8, 5.1.4\n",INFORM,,,functionality directives patterns environment basic,,
38,93,Apiza,"This function does not support newline characters (\\n), but you can use al_draw_multiline_text for multi line text output.",INFORM,,,functionality directives patterns environment basic,,
39,94,Programmer,how do you use ALLEGRO_COLOR?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
40,95,Apiza,al_map_rgb should allow you to create an ALLEGRO_COLOR:\n\n,SUGGEST,,,functionality directives patterns basic,,
40,96,Apiza,"ALLEGRO_COLOR al_map_rgb(\n unsigned char r, unsigned char g, unsigned char b)\n\n",INFORM,,,functionality directives patterns basic,,
40,97,Apiza,"Convert r, g, b (ranging from 0-255) into an ALLEGRO_COLOR, using 255 for alpha.",INFORM,,,functionality directives patterns basic,,
41,98,Programmer,"why would al_draw_text() produce the warning ""VERR_BUFFER_OVERFLOW""",ELICIT-INFORM,,,functionality purpose,,
42,99,Apiza,It seems like that's most likely a problem with your virtual machine. ,INFORM,,,environment,,
42,100,Apiza,What size display are you using?,ELICIT-INFORM,,,environment,,
43,101,Programmer,"ok,",ASSESS,,,,,
43,102,Programmer,nevermind,SUGGEST,,,,,
44,103,Programmer,What to do if al_draw_text produces no result?,ELICIT-OFFER-OR-SUGGESTION,,,functionality patterns,,
45,104,Programmer,nevermind,SUGGEST,,,,,
46,105,Programmer,"ok,",ASSESS,,,,,
46,106,Programmer,it works,INFORM,,,,,
47,107,Apiza,Great!,BE-POSITIVE,,,,,
48,108,Programmer,how do you load a .png into a bitmap,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
