line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
66,74,Programmer,why would al_load_sample crash?,ELICIT-INFORM,,,functionality,,
67,75,Apiza,the allegro_audio library does not support any audio file formats by default.,INFORM,,,directives,,
67,76,Apiza,"You must use the allegro_acodec addon, or register your own format handler.",SUGGEST,,,directives,,
68,77,Programmer,how do I initialize the allegro_acodec addon?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
69,78,Apiza,Are you asking about al_init_acodec_addon?,ELICIT-INFORM,,,patterns basic,,
70,79,Programmer,yes,INFORM,,,yes_no basic,,
71,80,Apiza,"The method registers all the known audio file type handlers for al_load_sample, al_save_sample, al_load_audio_stream, etc.\nDepending on what libraries are available, the full set of recognised extensions is: .wav, .flac, .ogg, .opus, .it, .mod, .s3m, .xm, .voc.",INFORM,,,functionality directives purpose,,
72,81,Apiza,Would you like to learn the limitations of this method?,ELICIT-INFORM,,,directives,,
73,82,Programmer,yes,INFORM,,,directives yes_no,,
74,83,Apiza,"Limitations:\n\nSaving is only supported for wav files.\n\nThe wav file loader currently only supports 8/16 bit little endian PCM files. 16 bits are used when saving wav files. Use flac files if more precision is required.\n\nModule files (.it, .mod, .s3m, .xm) are often composed with streaming in mind, and sometimes cannot be easily rendered into a finite length sample. Therefore they cannot be loaded with al_load_sample/al_load_sample_f and must be streamed with al_load_audio_stream or al_load_audio_stream_f.\n\n.voc file streaming is unimplemented.",INFORM,,,directives purpose,,
75,84,Programmer,tell me about ALLEGRO_PLAYMODE,ELICIT-INFORM,,,basic,,
76,85,Apiza,Sample and stream playback mode.\n\n,INFORM,,,functionality structure,,
76,86,Apiza,ALLEGRO_PLAYMODE_ONCE\nALLEGRO_PLAYMODE_LOOP\nALLEGRO_PLAYMODE_BIDIR,INFORM,,,functionality structure,,
77,87,Programmer,tell me more about al_play_sample,ELICIT-INFORM,,,basic,,
78,88,Apiza,The method plays a sample on one of the sample instances created by al_reserve_samples. ,INFORM,,,functionality,,
78,89,Apiza,"Returns true on success, false on failure.",INFORM,,,functionality,,
78,90,Apiza,Playback may fail because all the reserved sample instances are currently used.,INFORM,,,functionality,,
79,91,Apiza,"bool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)",INFORM,,,basic,,
80,92,Programmer,tell me more about al_reserve_samples,ELICIT-INFORM,,,basic,,
81,93,Apiza,"The method reserves a number of sample instances, attaching them to the default mixer. If no default mixer is set when this function is called, then it will create one and attach it to the default voice. If no default voice has been set, it, too, will be created.\nIf you call this function a second time with a smaller number of samples, then the excess internal sample instances will be destroyed causing some sounds to stop and some instances returned by al_lock_sample_id to be invalidated.",INFORM,,,functionality control patterns,,
82,94,Apiza,bool al_reserve_samples(int reserve_samples),INFORM,,,basic,,
83,95,Programmer,how do I draw text?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
84,96,Apiza,Are you asking about al_draw_text?,ELICIT-INFORM,,,basic,,
85,97,Programmer,yes,INFORM,,,yes_no basic,,
86,98,Apiza,"The method writes the NUL-terminated string text onto the target bitmap at position x, y, using the specified font.\n",INFORM,,,functionality directives patterns environment,,
86,99,Apiza,"The flags parameter can be 0 or one of the following flags:\n\t•\tALLEGRO_ALIGN_LEFT - Draw the text left-aligned (same as 0).\n\t•\tALLEGRO_ALIGN_CENTRE - Draw the text centered around the given position.\n\t•\tALLEGRO_ALIGN_RIGHT - Draw the text right-aligned to the given position.\nIt can also be combined with this flag:\n\t•\tALLEGRO_ALIGN_INTEGER - Always draw text aligned to an integer pixel position. This was formerly the default behaviour. Since: 5.0.8, 5.1.4\n",INFORM,,,functionality directives patterns environment,,
86,100,Apiza,"This function does not support newline characters (\\n), but you can use al_draw_multiline_text for multi line text output.",INFORM,,,functionality directives patterns environment,,
87,101,Apiza,"void al_draw_text(const ALLEGRO_FONT *font,\n ALLEGRO_COLOR color, float x, float y, int flags,\n char const *text)",INFORM,,,basic,,
88,102,Programmer,how do I load a font?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
89,103,Apiza,Are you asking about al_load_font?,ELICIT-INFORM,,,patterns basic,,
90,104,Programmer,yes,INFORM,,,yes_no basic,,
91,105,Apiza,"The method loads a font from disk. This will use al_load_bitmap_font_flagsif you pass the name of a known bitmap format, or else al_load_ttf_font.\nThe flags parameter is passed through to either of those functions. Bitmap and TTF fonts are also affected by the current bitmap flags at the time the font is loaded.",INFORM,,,functionality control,,
92,106,Apiza,"ALLEGRO_FONT *al_load_font(char const *filename, int size, int flags)",INFORM,,,basic,,
93,107,Programmer,tell me about al_load_ttf_font,ELICIT-INFORM,,,basic,,
94,108,Apiza,"The method loads a TrueType font from a file using the FreeType library. Quoting from the FreeType FAQ this means support for many different font formats:\nTrueType, OpenType, Type1, CID, CFF, Windows FON/FNT, X11 PCF, and others\nThe size parameter determines the size the font will be rendered at, specified in pixels. The standard font size is measured in units per EM, if you instead want to specify the size as the total height of glyphs in pixels, pass it as a negative value.",INFORM,,,functionality patterns,,
95,109,Apiza,"ALLEGRO_FONT *al_load_ttf_font(char const *filename, int size, int flags)",INFORM,,,basic,,
96,110,Programmer,what's the flags parameter in al_load_ttf_font,ELICIT-INFORM,,,functionality,,
97,111,Apiza,"The following flags are supported:\n\nALLEGRO_TTF_NO_KERNING - Do not use any kerning even if the font file supports it.\n\nALLEGRO_TTF_MONOCHROME - Load as a monochrome font (which means no anti-aliasing of the font is done).\n\nALLEGRO_TTF_NO_AUTOHINT - Disable the Auto Hinter which is enabled by default in newer versions of FreeType. Since: 5.0.6, 5.1.2",INFORM,,,functionality directives,,
98,112,Programmer,how do I initialize fonts?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
99,113,Apiza,Are you asking about al_init_font_addon?,ELICIT-INFORM,,,patterns basic,,
100,114,Programmer,yes,INFORM,,,yes_no basic,,
101,115,Apiza,The method initialises the font addon.\n,INFORM,,,functionality patterns environment,,
101,116,Apiza,"Note that if you intend to load bitmap fonts, you will need to initialise allegro_image separately (unless you are using another library to load images).\nSimilarly, if you wish to load truetype-fonts, do not forget to also call al_init_ttf_addon.\n",INFORM,,,functionality patterns environment,,
101,117,Apiza,"Returns true on success, false on failure. ",INFORM,,,functionality patterns environment,,
101,118,Apiza,"On the 5.0 branch, this function has no return value. You may wish to avoid checking the return value if your code needs to be compatible with Allegro 5.0. Currently, the function will never return false.",INFORM,,,functionality patterns environment,,
102,119,Apiza,bool al_init_font_addon(void),INFORM,,,basic,,
103,120,Programmer,how do I load png?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
104,121,Apiza,Are you asking about al_load_bitmap?,ELICIT-INFORM,,,patterns basic,,
105,122,Programmer,yes,INFORM,,,yes_no basic,,
106,123,Apiza,"The method loads an image file into a new ALLEGRO_BITMAP. The file type is determined by the extension, except if the file has no extension in which case al_identify_bitmap is used instead.\n",INFORM,,,functionality control structure,,
106,124,Apiza,Returns NULL on error.\n,INFORM,,,functionality control structure,,
106,125,Apiza,This is the same as calling al_load_bitmap_flags with a flags parameter of 0.,INFORM,,,functionality control structure,,
107,126,Apiza,ALLEGRO_BITMAP *al_load_bitmap(const char *filename),INFORM,,,basic,,
108,127,Programmer,how do I initialize image loaders,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
109,128,Apiza,Are you asking about al_register_bitmap_loader?,ELICIT-INFORM,,,patterns basic,,
110,129,Programmer,yes,INFORM,,,yes_no basic,,
111,130,Apiza,The method registers a handler for al_load_bitmap. The given function will be used to handle the loading of bitmaps files with the given extension.\nThe extension should include the leading dot ('.') character. It will be matched case-insensitively.\nThe loader argument may be NULL to unregister an entry.\n,INFORM,,,functionality directives patterns,,
111,131,Apiza,"Returns true on success, false on error. Returns false if unregistering an entry that doesn't exist.",INFORM,,,functionality directives patterns,,
112,132,Apiza,"bool al_register_bitmap_loader(const char *extension,\n ALLEGRO_BITMAP *(*loader)(const char *filename, int flags))",INFORM,,,basic,,
113,133,Programmer,initialize image addon?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
114,134,Apiza,Are you asking about al_init_image_addon?,ELICIT-INFORM,,,patterns basic,,
115,135,Programmer,yes,INFORM,,,yes_no basic,,
116,136,Apiza,"The method initializes the image addon. This registers bitmap format handlers for al_load_bitmap, al_load_bitmap_f, al_save_bitmap, al_save_bitmap_f.\nThe following types are built into the Allegro image addon and guaranteed to be available: BMP, DDS, PCX, TGA. Every platform also supports JPEG and PNG via external dependencies.\nOther formats may be available depending on the operating system and installed libraries, but are not guaranteed and should not be assumed to be universally available.\nThe DDS format is only supported to load from, and only if the DDS file contains textures compressed in the DXT1, DXT3 and DXT5 formats. ",INFORM,,,functionality directives purpose environment,,
116,137,Apiza,"Note that when loading a DDS file, the created bitmap will always be a video bitmap and will have the pixel format matching the format in the file.",INFORM,,,functionality directives purpose environment,,
117,138,Apiza,bool al_init_image_addon(void),INFORM,,,basic,,
118,139,Programmer,how to scale a bitmap?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
119,140,Apiza,Are you asking about al_draw_scaled_bitmap?,ELICIT-INFORM,,,patterns basic,,
120,141,Programmer,yes,INFORM,,,yes_no basic,,
121,142,Apiza,The method draws a scaled version of the given bitmap to the target bitmap.\n,INFORM,,,functionality,,
121,143,Apiza,\t•\tsx - source x\n\t•\tsy - source y\n\t•\tsw - source width\n\t•\tsh - source height\n\t•\tdx - destination x\n\t•\tdy - destination y\n\t•\tdw - destination width\n\t•\tdh - destination height\n\t•\tflags - same as for al_draw_bitmap\n,INFORM,,,functionality,,
121,144,Apiza,See al_draw_bitmap for a note on restrictions on which bitmaps can be drawn where.,INFORM,,,functionality,,
122,145,Apiza,"void al_draw_scaled_bitmap(ALLEGRO_BITMAP *bitmap,\n float sx, float sy, float sw, float sh,\n float dx, float dy, float dw, float dh, int flags)",INFORM,,,basic,,
123,146,Programmer,rotate a bitmap?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
124,147,Apiza,Are you asking about al_draw_rotated_bitmap?,ELICIT-INFORM,,,patterns basic,,
125,148,Programmer,yes,INFORM,,,yes_no basic,,
126,149,Apiza,"The method draws a rotated version of the given bitmap to the target bitmap. The bitmap is rotated by 'angle' radians clockwise.\nThe point at cx/cy relative to the upper left corner of the bitmap will be drawn at dx/dy and the bitmap is rotated around this point. If cx,cy is 0,0 the bitmap will rotate around its upper left corner.\n",INFORM,,,functionality patterns,,
126,150,Apiza,\t•\tcx - center x (relative to the bitmap)\n\t•\tcy - center y (relative to the bitmap)\n\t•\tdx - destination x\n\t•\tdy - destination y\n\t•\tangle - angle by which to rotate (radians)\n\t•\tflags - same as for al_draw_bitmap,INFORM,,,functionality patterns,,
127,151,Apiza,"void al_draw_rotated_bitmap(ALLEGRO_BITMAP *bitmap,\n float cx, float cy, float dx, float dy, float angle, int flags)",INFORM,,,basic,,
