line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
25,30,Apiza,Are you asking about one of the following?,ELICIT-INFORM,,,basic,,
25,31,Apiza,"ALLEGRO_EVENT_KEY_DOWN, ALLEGRO_EVENT_KEY_UP, ALLEGRO_EVENT_KEY_CHAR",INFORM,,,basic,,
26,32,Programmer,what is ALLEGRO_EVENT_KEY_LEFT,ELICIT-INFORM,,,basic,,
27,33,Apiza,I'm not sure I understand,ELICIT-COMMENT-ABOUT-UNDERSTANDING,,,,,
28,34,Programmer,what is ALLEGRO_EVENT_KEY_DOWN,ELICIT-INFORM,,,basic,,
29,35,Apiza,ALLEGRO_EVENT_KEY_DOWN represents a keyboard key was pressed.,INFORM,,,basic,,
30,36,Apiza,Note: this event is about the physical keys being pressed on the keyboard. Look for ALLEGRO_EVENT_KEY_CHAR events for character input.,INFORM,,,concepts structure,,
31,37,Programmer,what are the possible events,ELICIT-INFORM,,,structure,,
32,38,Apiza,ALLEGRO_EVENT_JOYSTICK_AXIS\nALLEGRO_EVENT_JOYSTICK_BUTTON_DOWN\nALLEGRO_EVENT_JOYSTICK_BUTTON_UP\nALLEGRO_EVENT_JOYSTICK_CONFIGURATION\nALLEGRO_EVENT_KEY_DOWN\nALLEGRO_EVENT_KEY_UP\nALLEGRO_EVENT_KEY_CHAR\nALLEGRO_EVENT_MOUSE_AXES\nALLEGRO_EVENT_MOUSE_BUTTON_DOWN\nALLEGRO_EVENT_MOUSE_BUTTON_UP\nALLEGRO_EVENT_MOUSE_WARPED\nALLEGRO_EVENT_MOUSE_ENTER_DISPLAY\nALLEGRO_EVENT_MOUSE_LEAVE_DISPLAY\nALLEGRO_EVENT_TOUCH_BEGIN\nALLEGRO_EVENT_TOUCH_END\nALLEGRO_EVENT_TOUCH_MOVE\nALLEGRO_EVENT_TOUCH_CANCEL\nALLEGRO_EVENT_TIMER\nALLEGRO_EVENT_DISPLAY_EXPOSE\nALLEGRO_EVENT_DISPLAY_RESIZE\nALLEGRO_EVENT_DISPLAY_CLOSE\nALLEGRO_EVENT_DISPLAY_LOST\nALLEGRO_EVENT_DISPLAY_FOUND\nALLEGRO_EVENT_DISPLAY_SWITCH_OUT\nALLEGRO_EVENT_DISPLAY_SWITCH_IN\nALLEGRO_EVENT_DISPLAY_ORIENTATION\nALLEGRO_EVENT_DISPLAY_HALT_DRAWING\nALLEGRO_EVENT_DISPLAY_RESUME_DRAWING\nALLEGRO_EVENT_DISPLAY_CONNECTED\nALLEGRO_EVENT_DISPLAY_DISCONNECTED,INFORM,,,structure,,
33,39,Programmer,what is ALLEGRO_EVENT,ELICIT-INFORM,,,basic,,
34,40,Apiza,"An ALLEGRO_EVENT is a union of all builtin event structures, i.e. it is an object large enough to hold the data of any event type. ",INFORM,,,functionality concepts structure,,
34,41,Apiza,All events have the following fields in common:\n\ntype (ALLEGRO_EVENT_TYPE)\nIndicates the type of event.\nany.source (ALLEGRO_EVENT_SOURCE *)\nThe event source which generated the event.\nany.timestamp (double)\nWhen the event was generated.\nBy examining the type field you can then access type-specific fields. The any.source field tells you which event source generated that particular event. The any.timestamp field tells you when the event was generated. The time is referenced to the same starting point as al_get_time.\n\n,INFORM,,,functionality concepts structure,,
34,42,Apiza,"Each event is of one of the following types, with the usable fields given.",INFORM,,,functionality concepts structure,,
35,43,Programmer,tell me about ALLEGRO_EVENT_KEY_DOWN,ELICIT-INFORM,,,basic,,
36,44,Apiza,ALLEGRO_EVENT_KEY_DOWN represents a keyboard key was pressed.,INFORM,,,basic,,
37,45,Programmer,"if I have an ALLEGRO_EVENT called ev, should ev.type == ALLEGRO_EVENT_KEY_DOWN return true when I press a key?",ELICIT-INFORM,,,functionality,,
38,46,Apiza,I'm not sure I understand,ELICIT-COMMENT-ABOUT-UNDERSTANDING,,,,,
39,47,Apiza,Are you interested in al_get_keyboard_state or al_key_down?,ELICIT-INFORM,,,basic,,
40,48,Programmer,no,INFORM,,,yes_no basic,,
41,49,Programmer,tell me about al_get_keyboard_state,ELICIT-INFORM,,,basic,,
42,50,Apiza,This method saves the state of the keyboard specified at the time the function is called into the structure pointed to by ret_state.,INFORM,,,functionality structure,,
43,51,Apiza,void al_get_keyboard_state(ALLEGRO_KEYBOARD_STATE *ret_state),INFORM,,,basic,,
44,52,Programmer,how can I check to see if my keyboard is generating events,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
45,53,Apiza,Are you asking about al_get_keyboard_event_source?,ELICIT-INFORM,,,patterns basic,,
46,54,Programmer,yes,INFORM,,,patterns yes_no,,
47,55,Apiza,The method retrieves the keyboard event source. All keyboard events are generated by this event source.\n,INFORM,,,functionality control,,
47,56,Apiza,Returns NULL if the keyboard subsystem was not installed.,INFORM,,,functionality control,,
48,57,Apiza,ALLEGRO_EVENT_SOURCE *al_get_keyboard_event_source(void),INFORM,,,basic,,
49,58,Programmer,"when I call al_get_keyboard_event_source, the assertion 'new_keyboard_driver' fails",INFORM,,,functionality,,
50,59,Apiza,Are you asking about al_install_keyboard?,ELICIT-INFORM,,,basic,,
51,60,Programmer,what is al_get_keyboard,ELICIT-INFORM,,,basic,,
52,61,Apiza,I'm not sure I understand,COMMENT-ABOUT-UNDERSTANDING,,,,,
53,62,Programmer,tell me about al_install_keyboard,ELICIT-INFORM,,,basic,,
54,63,Apiza,This method installs a keyboard driver. ,INFORM,,,functionality,,
54,64,Apiza,"Returns true if successful. If a driver was already installed, nothing happens and true is returned.",INFORM,,,functionality,,
55,65,Apiza,bool al_install_keyboard(void),INFORM,,,basic,,
56,66,Programmer,what is they type of ALLEGRO_EVENT_SOURCE,ELICIT-INFORM,,,basic,,
57,67,Apiza,typedef struct ALLEGRO_EVENT_SOURCE ALLEGRO_EVENT_SOURCE;,INFORM,,,basic,,
58,68,Programmer,what are the fields of ALLEGRO_EVENT_SOURCE,ELICIT-INFORM,,,structure,,
59,69,Apiza,"An event source is any object which can generate events. For example, an ALLEGRO_DISPLAY can generate events, and you can get the ALLEGRO_EVENT_SOURCE pointer from an ALLEGRO_DISPLAY with al_get_display_event_source.\n\nYou may create your own ""user"" event sources that emit custom events.",INFORM,,,concepts directives patterns,,
60,70,Programmer,what is ALLEGRO_KEYBOARD,ELICIT-INFORM,,,basic,,
61,71,Apiza,Are you asking about ALLEGRO_KEYBOARD_STATE?,ELICIT-INFORM,,,basic,,
62,72,Programmer,no,INFORM,,,yes_no basic,,
63,73,Programmer,tell me about al_keyboard_state,ELICIT-INFORM,,,basic,,
64,74,Programmer,nevermind,SUGGEST,,,,,
65,75,Programmer,tell me about al_key_down,ELICIT-INFORM,,,basic,,
66,76,Apiza,Returns true if the key specified was held down in the state specified.,INFORM,,,functionality,,
67,77,Apiza,"bool al_key_down(const ALLEGRO_KEYBOARD_STATE *state, int keycode)",INFORM,,,basic,,
