line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
54,82,Apiza,Use al_map_rgb et al. and al_unmap_rgb et al. to translate from and to various color representations.,INFORM,,,purpose patterns basic,,
55,83,Programmer,What are the parameters for al_map_rgb?,ELICIT-INFORM,,,basic,,
56,84,Apiza,I am not sure about the coordinate system for x and y .,INFORM,,,,,
57,85,Programmer,What is the minimum and maximum value for x and y?,ELICIT-INFORM,,,directives,,
58,86,Apiza,"```ALLEGRO_COLOR al_map_rgb(\n unsigned char r, unsigned char g, unsigned char b)```\n\n",INFORM,,,functionality directives basic,,
58,87,Apiza,"Convert r, g, b (ranging from 0-255) into an ALLEGRO_COLOR, using 255 for alpha.",INFORM,,,functionality directives basic,,
59,88,Apiza,"x and y refer to the pixel coordinates within the display. The coordinate (0,0) refers to the upper-left-most pixel of the display.",INFORM,,,concepts,,
60,89,Programmer,How can I get the height and width of the window?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
61,90,Apiza,These methods should work:\n\n,SUGGEST,,,basic,,
61,91,Apiza,```int al_get_display_width(ALLEGRO_DISPLAY *display)```\n\n,INFORM,,,basic,,
61,92,Apiza,Gets the width of the display.\n\n,INFORM,,,basic,,
61,93,Apiza,```int al_get_display_height(ALLEGRO_DISPLAY *display)```\n\n,INFORM,,,basic,,
61,94,Apiza,Gets the height of the display.,INFORM,,,basic,,
62,95,Programmer,How can I convert an integer from al_get_display_width to a float for coordinate x?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
63,96,Apiza,al_get_display_width returns an int. ,INFORM,,,functionality,,
63,97,Apiza,This value can cast to a float,INFORM,,,functionality,,
64,98,Programmer,What is the return type of al_draw_text?,ELICIT-INFORM,,,basic,,
65,99,Apiza,void al_draw_text\n\nVoid return,INFORM,,,basic,,
66,100,Programmer,Can you give me an example to render text?,ELICIT-INFORM,,,examples,,
67,101,Apiza,"Sure, ",INFORM,,,,,
67,102,Apiza,I will try to put together an example.,OFFER,,,,,
68,103,Programmer,How can I stop a timer?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
69,104,Programmer,How can I register mouse events?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
70,105,Apiza,al_stop_timer should work:\n\n,SUGGEST,,,functionality patterns basic,,
70,106,Apiza,```void al_stop_timer(ALLEGRO_TIMER *timer)```\n\n,INFORM,,,functionality patterns basic,,
70,107,Apiza,Stop the timer specified.,INFORM,,,functionality patterns basic,,
71,108,Apiza,I was able to put together an example to Render text:\n\n,INFORM,,,examples,,
71,109,Apiza,"```al_init_font_addon(); // initialize the font addon\nal_init_ttf_addon();// initialize the ttf (True Type Font) addon\n...\nALLEGRO_DISPLAY *display = al_create_display(640,480);\n...\nALLEGRO_FONT *font = al_load_ttf_font(""pirulen.ttf"",72,0 );\n...\nal_draw_text(font, al_map_rgb(255,255,255), 640/2, (480/4),ALLEGRO_ALIGN_CENTRE, ""Your Text Here!"");```\n\n",INFORM,,,examples,,
71,110,Apiza,Does this look useful?,ELICIT-ASSESSMENT,,,examples,,
72,111,Apiza,There are several Mouse event types:\n\n,INFORM,,,structure,,
72,112,Apiza,ALLEGRO_EVENT_MOUSE_AXES\nALLEGRO_EVENT_MOUSE_BUTTON_DOWN\nALLEGRO_EVENT_MOUSE_BUTTON_UP\nALLEGRO_EVENT_MOUSE_WARPED\nALLEGRO_EVENT_MOUSE_ENTER_DISPLAY\nALLEGRO_EVENT_MOUSE_LEAVE_DISPLAY,INFORM,,,structure,,
73,113,Programmer,How can I get the state of a timer?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
74,114,Programmer,How can I resume a timer after stopping it?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
75,115,Apiza,I found a few methods to get information about an ALLEGRO_TIMER :\n\n,INFORM,,,structure,,
75,116,Apiza,al_get_timer_started\nal_get_timer_count\nal_get_timer_speed\nal_get_timer_event_source\n\n,INFORM,,,structure,,
75,117,Apiza,I could not find any that return an ALLEGRO_STATE .,INFORM,,,structure,,
76,118,Programmer,What is the return type of al_get_timer_started?,ELICIT-INFORM,,,basic,,
77,119,Apiza,``` void al_resume_timer(ALLEGRO_TIMER *timer)```\n\n,INFORM,,,basic,,
77,120,Apiza,Resume the timer specified.,INFORM,,,basic,,
78,121,Apiza,```bool al_get_timer_started(const ALLEGRO_TIMER *timer)```\n\n,INFORM,,,basic,,
78,122,Apiza,Return true if the timer specified is currently started.,INFORM,,,basic,,
79,123,Programmer,How can I install the mouse driver?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
80,124,Apiza,al_install_mouse\n\n,INFORM,,,functionality patterns basic,,
80,125,Apiza,```bool al_install_mouse(void)```\n\n,INFORM,,,functionality patterns basic,,
80,126,Apiza,Install a mouse driver.\n\n,INFORM,,,functionality patterns basic,,
80,127,Apiza,"Returns true if successful. If a driver was already installed, nothing happens and true is returned.",INFORM,,,functionality patterns basic,,
81,128,Programmer,How can I load a bitmap?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
82,129,Apiza,The simplest function is al_load_bitmap:\n\n,SUGGEST,,,patterns basic,,
82,130,Apiza,```ALLEGRO_BITMAP *al_load_bitmap(const char *filename)```\n\n,INFORM,,,patterns basic,,
82,131,Apiza,Loads an image file into a new ALLEGRO_BITMAP.,INFORM,,,patterns basic,,
83,132,Programmer,How can I scale and draw a bitmap?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
84,133,Apiza,There are a few methods that fit:\n\n,INFORM,,,functionality structure patterns basic,,
84,134,Apiza,al_draw_scaled_rotated_bitmap\nal_draw_tinted_scaled_rotated_bitmap\nal_draw_tinted_scaled_rotated_bitmap_region\nal_draw_scaled_bitmap\nal_draw_tinted_scaled_bitmap\n\n,INFORM,,,functionality structure patterns basic,,
84,135,Apiza,The simplest method is al_draw_scaled_bitmap:\n\n,SUGGEST,,,functionality structure patterns basic,,
84,136,Apiza,"```void al_draw_scaled_bitmap(ALLEGRO_BITMAP *bitmap,\n float sx, float sy, float sw, float sh,\n float dx, float dy, float dw, float dh, int flags)```\n\n",INFORM,,,functionality structure patterns basic,,
84,137,Apiza,Draws a scaled version of the given bitmap to the target bitmap.,INFORM,,,functionality structure patterns basic,,
85,138,Programmer,"What are the parameters sx, sy, sw, sh, etc.?",ELICIT-INFORM,,,functionality,,
86,139,Apiza,The parameters for al_draw_scaled_bitmap:\n\nsx - source x\nsy - source y\nsw - source width\nsh - source height\ndx - destination x\ndy - destination y\ndw - destination width\ndh - destination height\nflags - same as for al_draw_bitmap,INFORM,,,functionality,,
87,140,Programmer,What does al_set_target_bitmap do?,ELICIT-INFORM,,,functionality,,
88,141,Apiza,To summarize:\n\nThis function selects the bitmap to which all subsequent drawing operations in the calling thread will draw to.\n\n,INFORM,,,functionality,,
88,142,Apiza,Would you like the full description?,ELICIT-INFORM,,,functionality,,
89,143,Programmer,How can I draw a bitmap onto another bitmap?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
90,144,Programmer,How can I get the width of a bitmap?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
91,145,Apiza,"All al_draw_* functions draw onto the target bitmap. The target bitmap defaults to the display, unless otherwise specified. The target bitmap can be set with al_set_target_bitmap.",INFORM,,,concepts patterns,,
92,146,Apiza,al_get_bitmap_width\n\n,INFORM,,,basic,,
92,147,Apiza,```int al_get_bitmap_width(ALLEGRO_BITMAP *bitmap)```\n\n,INFORM,,,basic,,
92,148,Apiza,Returns the width of a bitmap in pixels.,INFORM,,,basic,,
93,149,Programmer,Do I need to initialize bitmap before calling al_load_bitmap?,ELICIT-INFORM,,,directives,,
94,150,Apiza,I do not think so. ,INFORM,,,directives examples,,
94,151,Apiza,I found the following example in which al_load_bitmap without al_create_bitmap:\n\n,INFORM,,,directives examples,,
94,152,Apiza,"```\nALLEGRO_BITMAP *image = NULL;\n\n...\n\nal_init_image_addon()\n\n...\n\nimage = al_load_bitmap(""image.png"");```",INFORM,,,directives examples,,
